,name,frequency
19677,积草,1
19676,时吕旷,1
19673,民丰,1
19670,自颍,1
19696,吕旷于,1
19668,及人,1
19667,备安能,1
19666,相试,1
19664,便信,1
19661,闻教,1
19660,妨人,1
19659,利己,1
19658,教作,1
19657,不教吾以,1
19656,公初,1
19655,待妨,1
19654,仇怨,1
19652,妨一主,1
19695,犯吾境,1
19697,路傍一军,1
19541,公闻,1
19731,李典料,1
19758,云得令,1
19754,生门击,1
19753,通欠,1
19751,虽布,1
19750,死们,1
19749,杜门,1
19747,惊门,1
19746,伤门,1
19743,金锁阵,1
19739,仁自,1
19736,罪当,1
19734,已慢,1
19732,汝未出,1
19729,曹仁命,1
19701,单富,1
19727,回县,1
19725,计袭,1
19724,第三十六回,1
19721,舆尸辱,1
19719,曹仁点,1
19718,真怀,1
19717,某守,1
19716,必欲,1
19715,仁怒,1
19714,怯战,1
19707,死折,1
19706,今二将,1
19702,稿赏,1
19650,具言跃,1
19648,卢马乎,1
19647,牵于,1
19571,密听,1
19591,庄外,1
19590,公宜访,1
19588,世用,1
19585,此吾友,1
19582,公自不识,1
19581,英雄豪杰,1
19580,景升乎,1
19579,择人而事,1
19577,去者,1
19576,恶恶,1
19575,盖善善,1
19573,善善恶恶,1
19572,人答,1
19568,寝不成寐,1
19644,歌于,1
19567,因思,1
19566,具饮,1
19565,当言,1
19555,言惊谢,1
19554,盖应,1
19553,天命有归,1
19552,始欲衰,1
19551,生家乱,1
19550,此谣,1
19548,蟠龙,1
19545,间始,1
19544,八九年,1
19543,其谣,1
19593,庄来,1
19596,问到,1
19597,来县,1
19600,于景升,1
19642,投托,1
19641,纳士招贤,1
19640,名福,1
19639,姓单,1
19636,所言伏龙,1
19633,有贤,1
19632,一木难,1
19630,火欲,1
19629,长歌,1
19628,乌履,1
19626,市上,1
19625,马之力,1
19624,泉下,1
19622,马送琦出,1
19620,无祸,1
19619,尽孝,1
19618,免祸,1
19617,侄无计,1
19613,玄德处,1
19612,刘琦同,1
19611,而释,1
19610,表乃责,1
19608,孙乾告,1
19607,犹未息,1
19606,表怒,1
19604,害吾弟,1
19602,赖跃,1
19317,守收,1
19316,刘琦告,1
19310,甚谦谨,1
19031,中指,1
19050,破土,1
19049,以庆,1
19047,命作,1
19043,而生,1
19041,梦玉雀,1
19040,昔舜母,1
19039,一铜雀,1
19038,掘出,1
19037,过檀溪,1
19036,隔屏,1
19034,第三十四回,1
19033,北地生,1
19032,金宝旋,1
19030,方向,1
19052,烧瓦,1
19029,星文,1
19028,随光掘,1
19027,宝于,1
19023,灿然,1
19022,角楼,1
19020,此志久,1
19019,建下,1
19016,梁栋,1
19014,运谋,1
19012,藏经,1
19009,天生,1
19008,奇勋,1
19006,十有,1
19051,断木,1
19053,磨砖,1
19308,人同,1
19078,造台,1
19100,张武纵,1
19099,径冲,1
19098,枪而出,1
19097,雄骏,1
19095,张武所,1
19092,往讨,1
19091,表惊,1
19086,可复动,1
19084,贞侯,1
19083,大封,1
19081,操将,1
19080,北寨,1
19079,张燕守,1
19077,最爱,1
19054,筑铜雀,1
19075,敏慧,1
19074,惟植性,1
19073,有五子,1
19072,娱吾者,1
19070,壮观,1
19069,横空,1
19068,飞桥,1
19067,两条,1
19062,高者,1
19060,若建层,1
19058,少子,1
19057,工毕,1
19056,约计,1
19005,三十八岁,1
19003,郭嘉灵前,1
19001,官复设,1
18935,夭折,1
18958,曹公必,1
18953,鸠夺鹊巢,1
18952,部属,1
18951,聚本,1
18950,袁尚来,1
18949,度之子,1
18946,骑奔,1
18945,袁之首,1
18944,未动,1
18940,书此,1
18938,郭公临亡,1
18937,所封,1
18936,临死,1
18933,最少,1
19000,其势然,1
18932,惟奉,1
18930,奉孝死,1
18929,停柩,1
18928,郭嘉已,1
18927,操到,1
18925,相赏,1
18922,为法,1
18921,天所佑,1
18919,乘危,1
18917,三四十丈,1
18916,杀马为,1
18915,军又乏,1
18914,寒且,1
18960,纳二,1
18961,袁使,1
18962,我助,1
18963,留二,1
18999,若缓,1
18997,投必疑,1
18996,袁往,1
18995,久畏,1
18994,袁尚往,1
18993,郭嘉书,1
18992,操遂出,1
18991,孝之料,1
18989,生心,1
18988,可回,1
18987,入禀,1
18985,尚大惊,1
18984,何席,1
18983,将行,1
18982,康目言,1
18980,愿铺,1
18979,谓康,1
18978,茵褥,1
18977,床榻,1
18976,袁入,1
18975,使二,1
18973,无下,1
18970,推有,1
18969,康留于,1
18967,而抗,1
18965,今暂,1
18964,康从,1
19101,牵马,1
19102,陈孙见,1
19103,矛直,1
19239,居吾弟,1
19257,未辞,1
19256,视之乃伊籍,1
19254,蔡氏然,1
19253,摇头,1
19252,表不答,1
19251,不除,1
19250,其有,1
19249,虽不言,1
19248,争教,1
19247,头数,1
19246,屈指,1
19245,托醉,1
19240,不建乎,1
19238,而独,1
19212,取乱,1
19237,尽举,1
19236,悲耳,1
19233,磋跎,1
19232,髀里肉生,1
19231,分久,1
19230,身不离,1
19229,往常,1
19227,表见,1
19226,潸然,1
19221,甚恨,1
19219,表叙论,1
19216,立少子,1
19215,溺爱,1
19258,公若辞,1
19260,写诗,1
19263,题反,1
19264,诗于,1
19306,会无好,1
19305,筵无好,1
19303,嗔责,1
19302,语失,1
19300,兄自,1
19297,甚不乐,1
19296,昨见,1
19295,取祸,1
19294,失言,1
19293,礼节,1
19292,恐失于,1
19289,可令二子,1
19286,丰熟,1
19285,近年,1
19284,禀表,1
19282,疑不决,1
19281,见表持,1
19280,已点,1
19279,尖削,1
19278,用剑,1
19276,相处,1
19275,诗大怒,1
19273,乘雷欲,1
19272,池中物,1
19271,空对,1
19270,徒守困,1
19266,表不信,1
19213,若忧,1
19211,委决不下,1
19104,陈孙刺,1
19129,此玄德,1
19153,乘则,1
19152,此马名,1
19146,弟可引,1
19143,恐废,1
19142,敬当,1
19141,惠良马,1
19139,因言,1
19138,马而亡,1
19136,骑则,1
19135,白点,1
19134,额边生,1
19133,有泪,1
19131,相马,1
19128,骑回,1
19209,氏族,1
19126,武之马,1
19125,马极骏,1
19124,似汝心,1
19121,今容,1
19120,乃夜,1
19119,告其,1
19118,表喜,1
19115,以镇,1
19114,拒固子,1
19111,弟有,1
19110,足为虑,1
19108,来寇,1
19106,表出,1
19154,还公,1
19155,复乘,1
19157,岂马,1
19158,能妨,1
19208,礼法,1
19206,生少子,1
19204,虽贤,1
19203,子琦,1
19201,陈氏,1
19199,弟之处,1
19197,欲诉,1
19195,表忽,1
19193,相与,1
19192,弟之言,1
19190,应之于,1
19189,尽乎,1
19188,日起,1
19187,分裂,1
19186,势日,1
19185,叹表,1
19184,出立,1
19180,表邀,1
19178,悉兵,1
19175,乳名,1
19173,梦仰,1
19172,尝夜,1
19171,满室,1
19170,异香,1
19167,高鸣,1
19161,政治,1
19159,籍服,1
19761,西杀,1
19764,单福命,1
19765,曹仁输,1
20290,相亲,1
20306,公以定,1
20305,平笑,1
20303,云扰,1
20301,林间,1
20300,地权,1
20299,即席,1
20298,友博陵,1
20296,皂布袍,1
20295,戴逍遥,1
20294,俊爽,1
20293,丰姿,1
20292,交翠,1
20291,松篁,1
20289,猿鹤,1
20312,至哀,1
20288,林不大,1
20286,地不广,1
20285,水不深,1
20284,秀雅,1
20283,山不高,1
20282,景物,1
20275,来访,1
20274,记不得,1
20273,一童,1
20271,惊梦,1
20270,耕稼,1
20269,幽雅,1
20268,庐中,1
20310,无常,1
20313,平之世,1
20156,一池,1
20332,其何,1
20355,岂宜,1
20354,天寒地冻,1
20353,银妆,1
20352,林似,1
20351,如玉,1
20350,霏霏,1
20344,召乎,1
20343,闭之门,1
20342,其入,1
20340,人唤,1
20335,闲谈,1
20334,遇此,1
20333,愚性,1
20330,适承明,1
20315,由治而入,1
20329,与论,1
20328,委之数,1
20327,汉胄,1
20326,而强,1
20325,数之,1
20324,逆天者,1
20323,心力,1
20322,徒费,1
20321,补缀,1
20320,斡旋,1
20319,猝定,1
20318,由治入,1
20316,复由乱,1
20266,藏古锦,1
20265,名琴,1
20264,囊里,1
20188,精纯,1
20215,徽下阶,1
20214,张子房,1
20213,旺汉,1
20211,八百年,1
20210,比兴,1
20204,名人,1
20201,必多,1
20198,之多贤乎,1
20197,每常,1
20193,仕进,1
20192,指四人,1
20191,长吟,1
20190,尝抱,1
20187,此四人务于,1
20263,听经,1
20186,密友,1
20180,心血,1
20178,必羞见,1
20177,母必,1
20176,今若去,1
20173,驰书召,1
20172,操所囚,1
20171,最贤,1
20169,似母,1
20168,囚其母,1
20167,光降,1
20165,倥偬,1
20164,仙颜,1
20217,虽得,1
20218,山畔,1
20219,荷锄,1
20221,田间,1
20262,老鹤夜,1
20261,时献果,1
20260,苍猿,1
20258,白丁,1
20257,黄卷,1
20256,野花,1
20254,列翠屏,1
20253,交加,1
20252,修竹,1
20251,卧不起,1
20250,高人,1
20248,松阴,1
20247,单凤,1
20246,形如,1
20245,困龙,1
20243,潺潺,1
20242,压云根,1
20241,屈曲,1
20239,清景,1
20235,冈前,1
20234,山之南,1
20232,此歌,1
20230,高眠,1
20229,辱者,1
20228,安安,1
20227,荣者,1
20222,圆盖,1
20356,避风,1
20358,如弟,1
20360,先回去,1
20471,无一语,1
20493,纲纪,1
20490,滥叨,1
20489,窃念备,1
20488,何似,1
20485,云笺,1
20484,拂展,1
20483,开冻,1
20482,留达,1
20479,回礼,1
20478,容日,1
20477,叱止,1
20475,闻乎,1
20472,闻令兄,1
20470,坐献茶,1
20441,士伏,1
20469,浅薄,1
20468,缘分,1
20465,棋于,1
20464,或乐琴,1
20462,僧道,1
20461,或访,1
20460,游于,1
20457,处为,1
20454,今特,1
20451,敬至,1
20450,称荐,1
20445,聊寄傲,1
20443,非主,1
20495,心胆俱裂,1
20497,实乏,1
20498,经纶,1
20499,之鸿略,1
20543,适过,1
20542,家观,1
20539,高妙,1
20538,之句,1
20537,所吟,1
20534,冒寒,1
20531,独叹,1
20530,骑驴,1
20527,观火,1
20526,改尽,1
20525,雪乱,1
20523,彤云,1
20522,风寒,1
20521,踏雪,1
20519,携一,1
20518,随一,1
20517,一驴,1
20516,骑着,1
20514,狐裘,1
20513,遮头,1
20512,暖帽,1
20510,老先生,1
20509,招手,1
20507,统希鉴,1
20506,面倾鄙,1
20505,特拜,1
20501,布达,1
20442,处于,1
20440,不栖,1
20361,死且,1
20379,惊人,1
20395,调鼎鼐,1
20393,季业,1
20392,垂基,1
20391,寰海,1
20390,提剑清,1
20389,桌而歌,1
20388,一人击,1
20387,功迹,1
20386,能继踪,1
20384,齐城,1
20382,英风,1
20381,坐钦,1
20380,辍洗延,1
20377,高谈,1
20439,非梧,1
20376,隆准,1
20375,长楫芒,1
20374,起草,1
20373,高阳酒徒,1
20372,冠武臣,1
20371,伟烈,1
20370,牧野,1
20369,白鱼入舟,1
20368,后车,1
20367,君不见,1
20365,酒店,1
20364,随同,1
20363,只相,1
20397,妖虹,1
20398,降玉堂,1
20400,百辈,1
20401,吾侪,1
20438,于千仞,1
20435,门侧,1
20434,吟咏,1
20433,致远,1
20431,以明志,1
20430,淡泊,1
20429,一联云,1
20427,扣门,1
20426,冈来,1
20425,明公请,1
20424,不劳下,1
20423,治国安民,1
20421,慵懒,1
20420,广元,1
20419,一谈,1
20418,二公同,1
20417,邂逅,1
20415,之友,1
20414,济世安民,1
20413,欲访,1
20412,古貌,1
20411,清奇,1
20407,凭桌,1
20405,尽日安,1
20404,独善其身,1
20403,饮村,1
20402,闷来,1
20163,备自别,1
20155,之水作,1
19768,阵竟,1
19889,乃仿,1
19909,能免,1
19908,若得汝降,1
19907,救免,1
19906,悲凄,1
19905,举目无亲,1
19904,康丧,1
19903,近汝弟,1
19901,附达,1
19899,某乃馆,1
19895,行幕,1
19893,差一,1
19891,诈修,1
19890,字体,1
19888,笔迹,1
19911,可念,1
19887,赚得,1
19886,手启答,1
19885,因亦作,1
19884,手启,1
19883,必具,1
19882,馈送,1
19881,亲母,1
19880,日往,1
19879,别室,1
19877,留得,1
19876,身心,1
19874,招不义,1
19873,徐母触,1
19910,如书到,1
19912,劬劳之恩,1
20154,姑待春暖,1
19936,奈慈亲,1
19952,被囚,1
19951,不仁不义,1
19950,母之道,1
19949,留之不使,1
19948,而吾用,1
19947,必为母,1
19946,直不去,1
19945,苦留,1
19944,其危,1
19942,孙乾密谓,1
19940,聚一宵,1
19938,子母,1
19937,今当告,1
19935,非不欲效,1
19915,归耕,1
19934,来唤,1
19933,幸蒙不弃,1
19932,狂歌,1
19930,不识主,1
19928,书别,1
19926,论事,1
19925,前闻,1
19924,名单,1
19923,某本,1
19921,徐庶览,1
19920,不多嘱,1
19918,命若悬丝,1
19916,故园,1
19870,执徐,1
19869,取石砚,1
19868,自耻乎,1
19796,父母双亡,1
19815,具言损,1
19814,众自回,1
19812,何乱,1
19811,如父,1
19810,彼必事,1
19807,翼德为,1
19806,令拜云长,1
19802,封拜,1
19801,使寇,1
19800,义子,1
19799,欲嗣为,1
19798,玄德爱,1
19797,故依于,1
19795,寇氏,1
19867,投暗,1
19794,本罗侯,1
19793,此吾之甥寇,1
19792,问泌,1
19791,长沙人,1
19788,引军入,1
19787,大获全胜,1
19786,曹仁败,1
19778,寻船,1
19777,北河,1
19774,曹仁兵,1
19772,预算,1
19770,信风,1
19769,单福正,1
19816,乃军家,1
19817,曹仁言,1
19818,单福之计,1
19820,尝为,1
19866,背明,1
19865,反以,1
19863,儿辅,1
19860,牧子,1
19859,白叟,1
19858,黄童,1
19857,仁声素,1
19856,恭己,1
19855,下士,1
19850,今烦,1
19848,背叛,1
19844,庶母,1
19843,庶必,1
19842,则徐,1
19841,令作书召,1
19840,侍养,1
19839,徐康,1
19837,幼丧,1
19835,彼来,1
19833,于昱,1
19832,比君,1
19828,名师,1
19827,折节向学,1
19825,人识,1
19824,今市,1
19823,吏乃缚,1
19822,为吏,1
19953,金波玉液,1
19955,公将,1
19956,如失,1
20084,三顾草庐,1
20102,学业,1
20099,母书,1
20098,近于,1
20097,母大惊,1
20095,令堂,1
20094,晨昏,1
20093,愧感,1
20092,幸蒙慈念,1
20091,玄德交厚,1
20090,某幼,1
20088,庶入,1
20087,往迎,1
20086,知徐,1
20083,再荐,1
20064,冈下,1
20082,第三十七回,1
20081,思亲,1
20080,赴家,1
20079,因爱主,1
20078,嘱友,1
20077,牺牲,1
20074,即展,1
20073,望公勿,1
20072,奉谒,1
20071,公荐,1
20070,舍之而往,1
20069,驰书来,1
20068,所囚,1
20103,有进,1
20105,须知,1
20106,忠孝不能两全,1
20107,岂不识,1
20153,天寒,1
20152,庶俱不受,1
20150,之南原,1
20149,母柩,1
20146,徐虑,1
20144,堪伍,1
20143,断机,1
20142,同流,1
20141,伏剑,1
20140,先祖,1
20139,唯恐,1
20137,毁触,1
20134,义出,1
20133,丘山,1
20132,气若,1
20130,处身,1
20129,多方,1
20127,于家,1
20126,无亏,1
20121,母气,1
20119,梁间,1
20118,出报,1
20117,母自,1
20113,恶名,1
20111,弃明投暗,1
20110,详察,1
20109,伪书,1
20067,庶本,1
20062,既别,1
19957,龙肝凤髓,1
19983,功标青史,1
20005,心绪如麻,1
20003,此回,1
20001,无去,1
20000,正望间,1
19999,之目,1
19998,阻吾望,1
19995,尽伐,1
19993,凝泪,1
19992,于林畔,1
19990,执庶,1
19988,远送,1
19986,庶辞,1
19984,效庶,1
19982,名垂竹帛,1
20061,同关,1
19981,重誉,1
19980,樗栎庸材,1
19979,灰心,1
19976,宜别求,1
19974,业者,1
19968,微智,1
19966,庶泣,1
19965,新主,1
19964,分浅缘薄,1
19963,杯谓,1
19961,长亭,1
19959,坐以待旦,1
19958,而泣,1
20007,奇士,1
20008,烦元直,1
20009,屈致,1
20011,周得,1
20060,具厚币,1
20058,似醉方醒,1
20055,再别,1
20054,徐庶荐,1
20051,情浓,1
20050,临岐,1
20048,有眼如盲,1
20046,凤雏之语,1
20044,即伏龙,1
20043,今所云,1
20042,曾为,1
20040,急宜,1
20039,绝代,1
20038,因自号,1
20036,一冈,1
20034,尝好,1
20031,玄卒,1
20030,遂家于,1
20029,其叔玄,1
20028,早卒,1
20027,子贡,1
20025,名亮,1
20023,乐殆,1
20019,每尝,1
20016,驽马,1
20015,譬犹,1
20013,汉得,1
18912,乃拜畴,1
18911,操义,1
18909,邀赏禄,1
17839,犹能,1
17862,袁尚字,1
17861,显奕,1
17858,显思,1
17857,谭字,1
17856,绍所生,1
17852,心烦意乱,1
17851,丧家,1
17849,内亡,1
17848,田丰狱,1
17847,昨朝,1
17843,其主而事,1
17841,方惊,1
17840,不望生,1
17837,君喜,1
17865,所出,1
17836,人皆为,1
17835,丰笑,1
17834,君必见,1
17832,可贺,1
17831,杀田丰,1
17828,丰在,1
17826,绍对逢纪,1
17824,绍大悔,1
17821,亲之苦,1
17820,伴亡,1
17819,失弟,1
17818,丧兄,1
17817,私往,1
17864,是绍,1
17866,至爱,1
17707,三下,1
17900,宋之分,1
17916,可望,1
17915,兆民,1
17914,殷馗,1
17913,吊民伐罪,1
17912,民皆怨,1
17911,于民,1
17910,重敛,1
17908,年计,1
17907,梁沛,1
17906,真人,1
17904,正照,1
17903,等言,1
17902,老汉,1
17898,汝乡,1
17868,立尚,1
17897,惊扰,1
17896,百岁,1
17895,欲近,1
17892,中赐,1
17891,尽白,1
17888,陈列,1
17886,整人,1
17885,各至,1
17881,毋容,1
17877,此乱萌,1
17873,礼贤敬士,1
17872,难成,1
17871,柔懦,1
17816,中闻,1
17815,绍于,1
17813,复振,1
17731,邰为,1
17750,辛明,1
17749,救邺,1
17748,谭分兵,1
17746,取邺,1
17745,中报,1
17744,绍军闻,1
17743,绍可破,1
17741,其兵动,1
17739,袁兵,1
17736,到明,1
17735,往劫绍,1
17734,皇皇,1
17732,高览为,1
17730,封张,1
17812,众闻绍,1
17728,如微子,1
17727,今二,1
17723,以恩遇,1
17722,邰曰,1
17721,坐而待,1
17720,邰大惊,1
17718,及绍,1
17715,今遣击,1
17714,曹之意,1
17713,高览见,1
17712,回寨证,1
17711,恐张,1
17709,耳鼻,1
17751,便分,1
17752,绍营,1
17753,斗志,1
17760,绍急,1
17808,渠出,1
17807,蒋义,1
17803,第三十一回,1
17802,寡谋亡,1
17800,因多算胜,1
17799,势弱,1
17798,孤坟,1
17797,特与建,1
17796,曹公钦义烈,1
17795,气似,1
17793,如铁,1
17787,建坟,1
17784,授乃于,1
17781,授见,1
17779,不脱,1
17776,当绍,1
17775,收而,1
17774,可逐,1
17773,暗通,1
17772,与绍,1
17770,检出,1
17768,操获,1
17767,溺水,1
17766,盈沟,1
17765,八万余,1
17764,尽获,1
17762,止引,1
17919,犬者,1
17920,震服,1
17923,各布成,1
18066,更且,1
18086,不克终,1
18083,公命,1
18082,惟明,1
18080,乾先来,1
18078,如水,1
18077,士归,1
18075,背亲,1
18073,亲故,1
18072,龚都素,1
18071,而志欲,1
18070,公从,1
18069,庄公,1
18067,使景升,1
18064,此离,1
18036,独战张,1
18063,丧志,1
18062,何可自,1
18059,而开,1
18055,弃备,1
18053,身无立锥,1
18052,备之命,1
18049,饮于,1
18046,飞同,1
18045,寻踪,1
18044,长路,1
18040,路窄,1
18039,山隘,1
18038,邰兵,1
18087,今若纳,1
18088,必加兵,1
18089,孙乾之首,1
18091,乾非惧,1
18138,凤毛鸡胆,1
18137,羊质虎皮,1
18136,意气,1
18135,急请,1
18134,渐危,1
18132,慌救入,1
18130,数斗,1
18128,袁尚败,1
18124,自斩史,1
18122,第三十二回,1
18121,动征,1
18118,绍许,1
18115,尚当,1
18114,未振,1
18112,今方,1
18111,症候,1
18110,感冒,1
18108,荀守,1
18107,操复,1
18105,可收,1
18103,年春暖,1
18101,院宅,1
18099,表遂,1
18097,甚恭,1
18096,执礼,1
18094,惭恨,1
18093,妒贤,1
18037,邰与云战,1
18032,救君,1
17924,绍亦引,1
17958,一甥,1
17978,各去,1
17975,一决雌雄,1
17974,数十场,1
17973,历战,1
17970,绍抱,1
17969,若不决,1
17968,绍大呼,1
17966,前奔,1
17965,绍慌,1
17964,冲寨,1
17963,方欲待食,1
17960,胆丧,1
17959,死冲,1
17957,操大呼,1
18031,窘极,1
17952,许褚为,1
17948,可胜绍,1
17947,退路,1
17946,诱绍,1
17937,马刺,1
17936,尚拨,1
17933,便舞,1
17932,逞能,1
17931,父前,1
17930,袁尚欲于,1
17929,临项,1
17926,计穷力尽,1
17925,一甥及,1
17980,令尚,1
17981,暂掌,1
17982,自仓亭,1
17983,探察,1
18030,天何,1
18029,乃高览,1
18028,磨动,1
18023,彪军,1
18022,首一,1
18021,僻路,1
18018,正战间,1
18014,专等,1
18011,更点,1
18010,中虚传,1
18008,步军先,1
18006,后袭,1
18005,无所归,1
18003,曹军远,1
18001,教许,1
17999,来讨,1
17998,待汝为,1
17997,操布成,1
17995,行近,1
17994,操自提,1
17993,军御,1
17991,荀有,1
17990,秋成,1
17989,姑待,1
17988,恐废民业,1
17987,禾稼,1
17984,操急攻,1
17708,乌巢败,1
17705,因不复,1
18140,更怜,1
17417,堆筑,1
17441,其车,1
17439,飞空,1
17436,正对着,1
17435,营墙,1
17434,造发,1
17433,车式,1
17432,操令晔进,1
17429,可作发,1
17425,蒙伏,1
17423,大惧,1
17422,上立,1
17421,五十余座,1
17420,筑成,1
17415,内见,1
17443,暗打,1
17414,成山,1
17412,土担,1
17410,内选,1
17409,操若弃,1
17404,移军,1
17402,望南急,1
17400,并发,1
17398,令放起,1
17397,曹军来,1
17396,齐冲,1
17395,对儿,1
17393,反诬,1
17390,拥卫,1
17442,霹雳车,1
17447,袁军于,1
17704,乌巢兵,1
17468,悉众,1
17483,奇之时,1
17482,此用,1
17481,势竭,1
17480,情见,1
17479,扼其喉,1
17478,汉在,1
17477,未若楚,1
17476,今军实,1
17474,何向,1
17473,以公之,1
17472,之大机,1
17471,弱当,1
17470,公决,1
17467,愚以,1
17448,攻明,1
17464,使决,1
17463,问荀,1
17462,乃作书遣,1
17460,渐乏,1
17457,袁军掘,1
17456,差军掘,1
17455,彼伏道,1
17454,长堑,1
17453,营掘,1
17452,可绕,1
17451,入耳,1
17450,透营,1
17449,攻暗,1
17388,许诸,1
17386,上门,1
17381,弩手,1
17307,所极,1
17322,义举,1
17321,丧而伐,1
17320,乘人,1
17319,以书绝,1
17318,陈震回,1
17317,权勿通,1
17316,权拜,1
17314,名瑾,1
17313,博学多才,1
17312,一人见,1
17311,肃又荐,1
17310,物赐肃,1
17309,厚赠,1
17306,进伐,1
17380,事可忧,1
17305,多务,1
17302,之衅,1
17300,肃窃料,1
17299,文乎,1
17297,获者,1
17296,尊事义帝,1
17295,文之事,1
17294,思为,1
17292,孤承,1
17291,纷扰,1
17290,权问肃,1
17289,抵足,1
17288,晚同,1
17323,弃好,1
17324,成仇,1
17325,善遇,1
17327,领会,1
17379,但利,1
17378,一以当十,1
17376,闻之皆惧,1
17368,回日,1
17367,田丰慢,1
17366,不战自败,1
17365,旷以,1
17364,缓守,1
17361,虽精,1
17360,阳武,1
17357,明正其,1
17355,绍恨,1
17353,斩田丰,1
17352,绍因,1
17351,田丰何,1
17350,妄兴,1
17349,宜静守,1
17348,留荀守,1
17347,孟德烧,1
17345,第三十回,1
17340,权继立,1
17339,深得民心,1
17337,严厉,1
17336,人少,1
17333,姓顾,1
17331,张又荐,1
17328,印往,1
17492,至军,1
17495,一人引,1
17496,操遂差,1
17630,曹洪同,1
17653,别唤,1
17652,汝拘囚,1
17650,免为,1
17649,于间,1
17648,宜速遣,1
17646,密事启报,1
17645,时绍,1
17641,朗列,1
17640,众星,1
17639,拘禁,1
17636,马勒,1
17634,负薪,1
17631,许攸守,1
17629,筹之熟,1
17605,攸有,1
17626,计在,1
17625,粮之举,1
17624,今劫,1
17623,许攸之计,1
17622,许攸此,1
17621,恐许,1
17619,乌巢劫,1
17617,重待许,1
17615,彼护,1
17613,袁将,1
17612,公可选,1
17610,今拨,1
17609,尽积,1
17654,授出,1
17656,尸骸,1
17657,逆耳忠言,1
17658,反见,1
17703,伪报,1
17702,蒋奇休,1
17701,径过,1
17700,奇遂,1
17699,奇军,1
17698,至山僻,1
17696,部率,1
17695,绍乃遣,1
17694,请劫,1
17692,不拔,1
17691,今若攻,1
17690,内备,1
17689,外出,1
17687,围魏救赵,1
17683,先击,1
17681,回绍营,1
17680,其耳鼻,1
17677,太空,1
17675,操大,1
17673,眭元进,1
17672,挠钩,1
17671,跳起,1
17669,将束,1
17665,乌巢护,1
17663,人应,1
17662,别寨,1
17659,独夫,1
17608,听否,1
17604,急胜之方,1
17497,带史,1
17526,那许,1
17546,许攸出,1
17545,寄头,1
17544,赚吾军,1
17543,于吾前,1
17542,滥行,1
17541,绍见,1
17538,科税,1
17537,辈多,1
17534,尝滥受,1
17533,后言许,1
17532,自邺,1
17529,搜得,1
17527,攸字子,1
17525,行不上,1
17603,不求,1
17522,教荀作速,1
17521,告竭,1
17519,多畏,1
17516,吕威璜,1
17515,韩莒子,1
17514,将眭元进,1
17513,部领督,1
17512,缺乏,1
17509,分军于,1
17508,许诸军,1
17506,徐晃烧,1
17505,绍急遣,1
17502,解赴绍,1
17547,忠言逆耳,1
17549,何颜复,1
17550,轻生,1
17551,点醒,1
17600,交而来,1
17598,获使,1
17597,攸以,1
17596,荀之书,1
17595,粮已,1
17590,操亦笑,1
17589,言孟德,1
17588,粮实,1
17586,岂吾所望,1
17585,而公见,1
17584,以诚,1
17581,事败,1
17580,用子言,1
17575,今特弃,1
17574,计不从,1
17573,择主,1
17572,公乃操,1
17569,攸慌,1
17563,穿履,1
17561,说许,1
17560,许攸来,1
17558,人拿住,1
17556,许攸暗,1
17555,争得,1
17554,许攸谋见,1
17553,中华,1
17552,许攸径,1
18139,事难成,1
18141,一种,1
18908,幸多,1
18634,共计,1
18653,复图,1
18652,谭尽降,1
18650,甘陵,1
18649,谭引兵,1
18647,改容谢,1
18644,先计校,1
18642,救其,1
18640,存问,1
18639,不急,1
18638,原野,1
18637,暴骨,1
18636,幅裂,1
18635,大州,1
18632,昨按,1
18655,驰书绝,1
18631,召琰,1
18629,数曾,1
18628,东武城,1
18626,字季,1
18625,崔琐,1
18621,深责许,1
18620,故相戏,1
18619,某杀,1
18618,褚大怒,1
18616,千主万死,1
18615,褚怒,1
18614,此门乎,1
18613,饮唤,1
18654,谭不至,1
18656,其婚,1
18524,阿谀,1
18684,公之恨,1
18707,乃亲,1
18706,欲捕,1
18704,敲冰,1
18701,尽冻,1
18700,河道,1
18699,寒肃,1
18697,走保,1
18695,敌操,1
18693,知表,1
18692,谭得表书,1
18691,遗田父,1
18689,韩卢,1
18688,迷而不返,1
18683,率先,1
18657,谭闻操,1
18681,峭急,1
18677,平其,1
18676,待事定,1
18675,降心相从,1
18674,不弟,1
18668,仇国,1
18667,不适,1
18666,违难,1
18665,遗谭,1
18664,人以,1
18663,婉词,1
18659,况操,1
18658,表请,1
18612,正迎许,1
18609,租赋,1
18608,尽免,1
18546,云气,1
18564,乘乱纳,1
18563,第三十三回,1
18559,入绍府,1
18558,先领,1
18557,博古通今,1
18556,逸才,1
18555,属文,1
18553,令嗣,1
18552,气者,1
18551,其室,1
18550,覆于,1
18549,圆如,1
18548,青紫,1
18545,初生,1
18606,米赐绍,1
18543,箭在弦上,1
18542,琳答,1
18541,何乃辱,1
18540,孤可,1
18539,罪状,1
18538,汝前,1
18537,拥一人,1
18533,临亡,1
18532,廉能,1
18531,直言无隐,1
18530,昏主丧,1
18529,命因,1
18528,如审,1
18566,遗计定,1
18567,因熙,1
18568,出镇,1
18570,衫袖,1
18605,而今,1
18604,无所不可,1
18603,以道,1
18601,济乎,1
18600,以争,1
18598,燕代,1
18597,北阻,1
18596,南据河,1
18594,不辑,1
18593,若事,1
18591,甚哀,1
18589,曹不纳,1
18588,真吾儿妇,1
